G
3.07476282051282
4.96
3.6942927228000757
4.655666666666667
2.9258483901719203
2.4502183229813665
3.557742063492064
3.4650238095238084
2.3963293650793656
3.169166666666668
4.949055555555556
10.1035
3.5333333333333337
5.569666666666666
3.241057866153454
3.6942927228000757
3.9661388733725547
5.505
3.5608333333333335
6.114666666666667
4.349166666666667
5.2620000000000005
5.951666666666667
4.237341991341992
5.036636878362583
5.514166666666667
8.337142857142856
2.5187738095238097
3.454111111111111
2.7931428571428567
2.7931428571428567
5.14
2.5
4.995
3.0989615384615377
2.6555241004649734
3.2184343434343443
7.218999999999999
7.474976190476189
3.842801587301587
2.3128333333333337
1.8432240259740262
6.707063492063494
1.9252799422799427
3.3744567744347167
2.7347392052392054
3.903551587301587
3.2685238095238094
3.6135884556264988
3.8739999999999997
4.003376262626261
3.5060576923076923
2.67
2.1472380952380954
1.7160000000000002
5.036636878362583
3.299857142857143
2.3539761904761902
4.79573015873016
7.336666666666668
2.226202991452992
6.060833333333332
4.256842046842047
3.6817320938865037
3.212952380952381
5.782984126984127
2.8570937950937965
4.916034043954428
5.050832112332113
3.4572590187590184
3.07476282051282
6.0423658008658006
3.8696684558131915
3.9586666666666672
3.8234940476190484
6.216833333333333
3.1619018759018758
3.704339747455846
3.73733850931677
5.624477376493478
2.3700432900432897
2.45
3.6774005496137834
1.8902857142857141
8.901666666666667
3.6135884556264988
3.0342266102397186
2.694534632034632
3.440667693417693
2.6992157287157283
3.5234444444444444
7.230833333333334
8.563333333333334
5.849833333333335
7.84
3.6707698412698395
2.4206910866910873
4.926309523809524
5.304619047619049
4.256842046842047
3.042642857142856
3.780666666666667
5.926666666666666
2.4871189921189925
3.2184343434343443
4.974096015096016
3.7273815076392456
6.145166666666666
3.4206666666666665
2.657845238095238
2.8667038739067845
5.018809523809524
5.24
4.0578152958152955
2.5596428571428573
3.1509603174603176
3.079166666666666
3.377707070707071
3.0555952380952385
6.894500000000001
2.4871189921189925
10.09
3.811404761904762
3.1509603174603176
1.3486785714285714
5.399089590148414
4.403154761904761
1.9252799422799427
3.3510578865578884
4.774687700534759
7.5795
5.431916666666666
7.31
4.321765873015872
2.4871189921189925
3.869289682539682
5.47
4.074172272172273
3.3499235013352653
