S
3.033440304854525
4.186333333333334
2.7465224427078656
4.4590093984962405
4.099598638369283
3.212258378317588
4.295166804692893
2.8777509813561295
2.7819727482699608
2.564717456734871
2.9598841991341995
6.355761904761905
5.069071428571428
2.7516666666666665
2.718887173264761
2.7465224427078656
3.9988704839215545
1.3232936507936506
5.428432099891851
5.742071428571428
3.738091269841269
7.029
4.778142857142857
4.014670461074876
3.3716581726027903
5.026156497183587
6.82447772488949
3.499547538718592
2.435
4.556942333435822
4.556942333435822
4.522166666666666
2.1025
6.273829365079365
1.920791815537403
2.5709484126984123
2.5080818278914023
5.319749639249639
4.106477272727273
3.1490043290043293
2.935919524919525
3.0642206261514637
5.52914266640204
2.596402662753858
3.0461970408842602
2.2717799138316845
6.275476190476189
3.775878916150674
2.882043546496184
2.656
2.9558292605204746
2.450388528138528
3.4399999999999995
3.731105699855699
3.4778571428571423
3.3716581726027903
3.8420720112360955
2.758856628784985
3.5899013060755074
7.080969696969695
2.684239066489066
6.845777777777776
3.262436521639694
2.63455329799525
2.5426904761904763
5.677785714285715
2.6604003901006195
3.38878252319414
4.225616345783112
4.737833333333334
3.033440304854525
4.640531746031744
3.299670607503434
2.314748251748251
3.8168451186884482
4.915230158730157
3.308952380952381
2.888082355774308
3.4560898268398264
4.022478882475938
3.0881366044216123
2.8556098901098905
2.507119259982953
3.0692741518851245
5.7093035714285705
2.882043546496184
2.813600296733283
3.819322806249181
3.81215667163046
2.5523706041554908
3.1310000000000002
5.29153896103896
7.981666666666666
4.256924603174602
4.568214285714285
2.9408650793650795
2.742966531958265
5.411666666666667
4.297358109211052
3.262436521639694
2.811167707292707
2.9533412698412693
5.368333333333332
2.8180784406429438
2.5080818278914023
4.116510070655564
3.6554412485144314
7.750833333333333
3.8276388888888886
3.0701904761904752
2.8193080699369633
5.5095
5.830666666666666
3.7314810479005467
3.041889097744361
3.8902074116543934
2.682119047619047
2.9913333333333334
4.227503968253968
7.98
2.8180784406429438
5.945166666666666
3.173833333333333
3.8902074116543934
2.6834065656565658
3.2761259418297413
2.9989878132273646
2.596402662753858
3.5935474011875805
4.3965524578489825
5.3675476190476195
1.7992356532356522
9.72
1.2105555555555556
2.8180784406429438
3.4715638378036022
5.725
2.8346755226758256
2.99015873015873
7.154404761904761
5.217714285714285
3.013378464586669
2.324232804232804
2.63604761904762
3.033440304854525
3.469132488426607
3.913095150131689
3.6875798319327733
3.1537788793465014
2.8193080699369633
2.32
3.1372884199134194
3.600642857142857
3.7896666666666663
5.230166666666666
5.710476190476193
3.827958567083069
2.1147196156948733
2.7164757972505646
3.935611568170393
2.7361825396825394
4.049787791489145
4.218998540524477
5.35145238095238
2.6714960317460315
4.654305194805194
7.487833333333333
5.753785714285714
8.365
5.793333333333334
5.680166666666666
5.064333333333333
2.8193080699369633
3.566156358152478
4.5184848230115255
2.764317557125799
4.188743417886915
2.63455329799525
3.129297662218456
2.171507936507936
3.288666666666667
7.347404761904762
3.0287539682539677
3.8966900093370684
3.506261904761907
2.49122619047619
3.0881366044216123
1.5814462481962481
3.110222222222222
3.1512121212121205
3.1425
3.957124734742381
4.601071428571428
3.3895573754804813
3.266166666666667
1.36
5.794543650793651
4.589000000000001
5.9311668054168045
3.2553760296438345
3.1292297969200837
4.0486493322209265
3.4290254186136155
3.4764783966033956
3.405100140056023
4.145666666666667
6.053833333333333
4.165427761797944
3.013378464586669
4.493147435897436
2.6896213508713505
6.68
4.061323250408004
5.988492063492065
2.718887173264761
4.447650939026909
6.63647619047619
3.5990584844635167
4.527649891774891
6.695095238095238
3.695746957891444
5.138083333333334
3.9368626462470684
4.099598638369283
6.391535714285713
4.311511904761905
3.3716581726027903
3.733446787000737
3.913095150131689
4.296189754689754
3.363666073021561
3.297472344906555
7.265699112978525
4.022478882475938
9.025333333333332
5.231619047619048
3.308952380952381
3.452294460140822
3.6961113448385112
5.1885670995670985
3.3742608588674
6.840833333333333
2.8932341269841264
5.96
2.5523706041554908
3.1573194251139283
5.045646464646464
2.800165650334942
1.9580000000000002
2.800165650334942
7.805833333333332
2.6476029409709643
3.299670607503434
2.9922619047619055
2.6964345131591396
6.5673571428571424
3.3475238095238087
3.499547538718592
3.1649572373454453
2.754811724653055
3.5935474011875805
3.06158929632459
6.62
3.9321666666666664
3.8327950937950925
4.454666666666666
4.38262511301036
2.5451338483908814
3.5542949465853235
4.0655714285714275
3.088955572205573
